S.no,Name of the Enterprise,Address,Primary Contact 1,Primary Contact 2,Primary Contact Mail Id,Primary Contact Number
1116,BANTWAL SUPARY,"Flat No:- IV- 201/3, Building:- COLLEGE ROAD, Road/Street:- BYPASS ROAD, Village/Town:- BANTWAL KASBA, Block:- BANTWAL, City:- BANTWAL",SHRI PUTTUR MAHAMMAD YASEER,,puthumolu@gmail.com,9448489734
1117,GANESH AGRO,"Flat No:- PURURSHAKATTE, Building:- NARIMOGARU POST, Road/Street:- NARIMOGARU, Village/Town:- NARIMOGARU VILLAGE, Block:- PURUSHARAKATTE, City:- PUTTUR",SHRI GANESHA PRABHU,,ganeshagro85@gmail.com,9480345352
1118,M/S C1C READYMIX INDIA PRIVATE LIMITED,"Flat No:- PLOT NO 156 B, Building:- BAIKAMPADY INDUSTRIAL AREA, Road/Street:- OPP ACHAL, Village/Town:- BAIKAMPADY, Block:- INDUSTRIAL, City:- MANGALORE",M/S C1C READYMIX INDIA PRIVATE LIMITED,,c1creadymixindia@gmail.com,9880929189
1119,MIJAR FUELS,"Flat No:- 11-85 A 3, Building:- NEAR PAPER MILL, Road/Street:- BANTWAL ROAD, Village/Town:- PRANTHYA, Block:- PRANTHYA, City:- MOODBIDRI",SHRI MIJAR RAMACHANDRA ALVA,,mijarfuels@gmail.com,9901245459
1120,APOORVA JEWELLERS,"Flat No:- 8-47-A, Building:- APOORVA, Road/Street:- MAIN ROAD, Village/Town:- MOODBIDRI, Block:- 0, City:- MANGALORE",SHRI MOODBIDRI RAMDAS PAI,,taxconsultant1419@gmail.com,9845281707
1121,SRFG ISPAT,"Flat No:- Shed No C-5, Building:- 2nd Stage, Road/Street:- Bommasandra Jigani Link Road, Village/Town:- Bommasandra Jigani Link Road, Block:- 4th Phase, City:- Bengaluru",SHRI CHIRAG JALAN,,jalanchirag@gmail.com,9986825172
1122,M/S ASHIRVAD POLYSAC PRIVATE LIMITED,"Flat No:- PLT NO. 123C, Building:- ASHIRVAD POLYSAC PVT LTD, Road/Street:- industrial area, Village/Town:- MANGALORE, Block:- plot no. 123C, City:- MANGALORE",M/S ASHIRVAD POLYSAC PRIVATE LIMITED,,polysac@yahoo.in,9845785785
1123,M/S DEEPAK ROAD CARRIERS,"Flat No:- I FLOOR, Building:- VISHNUKRIPA BUILDING, Road/Street:- NH 66, Village/Town:- KULAI, Block:- 1, City:- NEW MANGALORE",M/S DEEPAK ROAD CARRIERS,,deepak407171@yahoo.co.in,9448477171
1124,OM GURUJI JEWEL WORKS,"Flat No:- 13-7-817, Building:- OM GURUJI JEWEL WORKS, Road/Street:- GHS Cross Road, Village/Town:- Karthik Nilaya, Block:- GHS, City:- Mangalore",SHRI RAJAGOPALA,,raj.gs077@gmail.com,8105645571
1125,M/S RIYA COMMODITIES INDIA PRIVATE LIMITED,"Flat No:- 3 RD FLOOR, Building:- MALAYIL MAJESTY BUILDING, Road/Street:- IRUMBANAM ROAD, Village/Town:- TRIPUNITHURA, Block:- TRIPUNITHURA, City:- ERNAKULAM",M/S RIYA COMMODITIES INDIA PRIVATE LIMITED,,riyacommodities2011@gmail.com,9745055579
1126,M/S P B ABDUL HAMEED & SONS,"Flat No:- 10-16-316, Building:- PB ABDUL HAMEED AND SONS, Road/Street:- BUNDER, Village/Town:- BUNDER, Block:- JM FIRST CROSS ROAD, City:- MANGALORE",M/S P B ABDUL HAMEED & SONS,,pbahameed@gmail.com,9448132229
1127,M/S MEGHA ASSOCIATES,"Flat No:- 17-2-76/3, Building:- Cloister View Manor, Road/Street:- Fr Muller Road, Village/Town:- Valencia, Block:- kankanady, City:- Mangaluru",M/S MEGHA ASSOCIATES,,meghaassociates@yahoo.com,9343567831
1128,KAVERI ENTERPRISES,"Flat No:- 3-19,3-20, Building:- KAVERI ENTERPRISES, Road/Street:- KALLADKA, Village/Town:- BALTHILA VILLAGE, Block:- 3-19,3-20, City:- BANTWAL",KUMARI LAKSHMI,,kaverikalladka@gmail.com,9481843162
1129,M/S RAMA KAMATH AND COMPANY,"Flat No:- 5th Floor, Building:- Ashirvad Building, Road/Street:- GHS Road, Village/Town:- Mangalore, Block:- south, City:- Mangalore",M/S RAMA KAMATH AND COMPANY,,shromith@gmail.com,9448358536
1130,MACHALI,"Flat No:- 4-9-T-828/2, Building:- MACHALI, Road/Street:- SHARADA VIDYALAYA ROAD, Village/Town:- BEHIND OCEAN PEARL, Block:- KODIALBAIL, City:- MANGALURU",SHRI MANGALORE NAGARAJ PAI,,painagaraj@hotmail.com,9880379998
1131,M/S MODERN INDUSTRIAL CORPORATION,"Flat No:- 1-22, Building:- MODERN INDUSTRIAL CORPORATION, Road/Street:- LONG LANE, Village/Town:- URVA, Block:- URVA, City:- MANGALORE",M/S MODERN INDUSTRIAL CORPORATION,,modernricemills@gmail.com,9886661514
1132,ARYAN ASSOCIATES,"Flat No:- 6-88/2, Building:- THANNEERUBHAVI, Road/Street:- PANAMBUR, Village/Town:- PANAMBUR, Block:- PANAMBUR, City:- MANGALORE",SMT SOWMYA,,jagadish136@gmail.com,9742968587
1133,SANTHOSH KUMAR TRANSPORT,"Flat No:- 1,13-4-380/7, Building:- Mineral House, Road/Street:- U P Mallya Road, Village/Town:- Hampankatta, Block:- Opp University College, City:- Mangaluru",SHRI SANTHOSH MENDON,,mmplsand@gmail.com,9845084076
1134,DELTA CONSTRUCTIONS,"Flat No:- 6th FLOOR, Building:- DELTA HOUSE, Road/Street:- BANGRA KULUR ROAD, Village/Town:- KULUR, Block:- KULUR, City:- MANGALORE",SHRI AHMED MOHIUDDIN,,info@groupdelta.in,9448502920
1135,ANURAG ENTERPRISES,"Flat No:- 1-13-1, Building:- Anurag Enterprises, Road/Street:- Main Road Haleyangadi, Village/Town:- Haleyangadi, Block:- NA, City:- Mangaluru",SMT ANNAPOORNA,,annapoornaanurag@gmail.com,9343274793
1136,SPECTRUM INDUSTRIES,"Flat No:- C-14,15&amp;amp;16, Building:- Yeyyadi industrial estate,, Road/Street:- -, Village/Town:- Mangalore, Block:- -, City:- Dakshina Kannada",SHRI JEEVAN SALDANHA,,sales@spectrumindustries.org,9845147829
1137,MANJUSHREE AGENCIES,"Flat No:- 2-18-1571/8 &amp; 9, Building:- MANJUSHREE AGENCIES, Road/Street:- KAPIKAD, Village/Town:- NEAR IBP PETROL PUMP, Block:- BEJAI- KAVOOR ROAD, City:- Mangaluru",KUMARI MANJUSHREE RAI,,MANJUSHREEAGENCIES222@GMAIL.COM,9632914488
1138,M/S CONCORD CONSTRUCTION,"Flat No:- A 406, Building:- CASA GRANDA, Road/Street:- ATTAVAR, Village/Town:- MANGALORE, Block:- A, City:- MANGALORE",M/S CONCORD CONSTRUCTION,,concordkallatra@yahoo.in,9343237226
1139,M/S MANGALA CASHEW INDUSTRIES,"Flat No:- 1-1, Building:- Mangala Cashew Industries, Road/Street:- Airport Road, Village/Town:- Padavu, Block:- Padavinangady, City:- Mangalore",M/S MANGALA CASHEW INDUSTRIES,,mcikaju@hotmail.com,9740021909
1140,M/S GWASF QUALITY CASTINGS PRIVATE LIMITED,"Flat No:- Plot No 136, Building:- GWASF Quality Castings Pvt Ltd, Road/Street:- Industrial area, Village/Town:- Baikampady, Block:- 7A cross road, City:- Mangalore",M/S GWASF QUALITY CASTINGS PRIVATE LIMITED,,info@gwasf.com,9449332659
1141,M/S AJITH ENTERPRISES,"Flat No:- Q22,, Building:- INDUSTRIAL ESTATE, Road/Street:- INDUSTRIAL ESTATE, Village/Town:- BAIKAMPADY, Block:- BAIKAMPADY, City:- MANGALORE",SHRI KANDEL AJITH KAMATH,,ajithkamath@yahoo.com,9886055725
1142,ZAHID ROADLINES,"Flat No:- 4-64/13,, Building:- BANTWAL CHAMBERS, Road/Street:- BAIKAMPADY, Village/Town:- BAIKAMPADY, Block:- FIRST FLOOR, City:- MANGALORE",SHRI MOHAMMED IBRAHIM ZAHID,,zahidroadlines@gmail.com,9845515328
1143,MEDORGANICS INDIA PVT LTD,"Flat No:- THIRUMALA, Building:- THIRUMALA, Road/Street:- BEJAI CHURCH HALL, Village/Town:- MANGALORE, Block:- BEJAI, City:- MANGALORE",SHRI PRAMOD HEGDE,,ADMIN@MEDITEKINDIA.COM,9343541559
1144,M/S AGRILEAF EXPORTS PRIVATE LIMITED,"Flat No:- 2-63A, Building:- AGRILEAF EXPORTS PVT LTD, Road/Street:- NIDLE, Village/Town:- BARANGYA, Block:- NIDLE, City:- MANGALORE",M/S AGRILEAF EXPORTS PRIVATE LIMITED,,finance@agrileaf.in,9606409003
1145,M/S SRI DURGA SALES CORPORATION,"Flat No:- D.No.8-1-66-1 &amp; , Building:- Vishnudas Arcade, Road/Street:- Mannagudda, Village/Town:- Near Krishna Mata, Block:- Kulur Ferry Road, City:- Mangalore",M/S SRI DURGA SALES CORPORATION,,sridurgasalescorpn@rediffmail.com,9620226211
1146,M/S SEMNOX SOLUTIONS PRIVATE LIMITED,"Flat No:- 3RD FLOOR, Building:- PUNJA BUILDING ANNEXE, Road/Street:- M.G. ROAD, Village/Town:- LALBAGH, Block:- -, City:- MANGALORE",M/S SEMNOX SOLUTIONS PRIVATE LIMITED,,info@semnox.com,9620233236
1147,M/S NASH TRADING COMPANY,"Flat No:- DOOR NO: 10-14-663/1, Building:- NASH TRADING COMPANY, Road/Street:- J.M. ROAD, Village/Town:- BUNDER, Block:- BUNDER, City:- MANGALORE",M/S NASH TRADING COMPANY,,nashfoods@gmail.com,9900555389
1148,M/S MANJUNATH CRANES,"Flat No:- 2-5/5, Building:- Bhandara mane, Road/Street:- Vidyanagar, Village/Town:- Panjimogaru Post, Block:- Near M.V Shetty College, City:- Mangalore",M/S MANJUNATH CRANES,,manjunath.cranes@gmail.com,9980133798
1149,ASHIRVAD AGRO PROCESSORS,"Flat No:- 2-68-1, Building:- ASHIRVAD AGRO PROCESSORS, Road/Street:- BIRAV, Village/Town:- HOSABETTU VILLAGE, Block:- TACCODE POST, City:- MOODBIDRI",SHRI KANJAR SRIDHAR NAYAK,,ashirvadcashews@gmail.com,9845703060
1150,M/S SRI DHARMASTHALA SIRI GRAMODYOGA SAMSTHE,"Flat No:- D.NO. 3-107, Building:- SRI DHARMASTHALA, Road/Street:- DHARMASTHALA, Village/Town:- UJIRE, Block:- UJIRE, City:- BELTHANGADY",M/S SRI DHARMASTHALA SIRI GRAMODYOGA SAMSTHE,,projectofficersiri@gmail.com,9845587949
1151,M/S SRI KRISHNA AGENCIES,"Flat No:- D.NO 3-37/1, Building:- PRIMARY HEALTH CENTRE ROAD, Road/Street:- EASTERN CASHEW FACTORY, Village/Town:- COMPOUND KOTEKAR SOMESHWAR, Block:- 1, City:- DAKSHIN KANNAD",M/S SRI KRISHNA AGENCIES,,KRISHNAAGENCIESULLAL@GMAIL.COM,9900413376
1152,MAHALAXMI TRANSPORT,"Flat No:- 2ND FLOOR, Building:- CATAHLIC CLUB BUILDING, Road/Street:- HAMAPANKATTA, Village/Town:- MANGALORE, Block:- HAMAPANKATTA, City:- MANGALORE",SHRI KUDVA VITTAL SHETTY,,vittal_mahalaxmi@yahoo.co.in,9844091077
1153,TIGER HILLS RESORT,"Flat No:- 3-1-2, Building:- ashwathpura, Road/Street:- moodabidri, Village/Town:- nelliguddw, Block:- badagamijar, City:- mangalore",SHRI VAIBHAV JAYARAM HEGDE,,udaydhanpal67@gmail.com,7026249838
1154,SRI GANESH SHIPPING AGENCY,"Flat No:- 2nd FLOOR, Building:- KANARA TOWERS, Road/Street:- MAIN ROAD, Village/Town:- KOTTARA CHOWKI, Block:- DEREBAIL, City:- MANGALORE",SHRI BAILMAGINAMANE NAGARAJ SHETTY,,shettykarthikp@gmail.com,8722248989
1155,NISHMITHA MOTORS,"Flat No:- 162 B (8), Building:- Nishmitha Towers Building, Road/Street:- Main Road, Village/Town:- Moodbidri, Block:- Near Bus stand, City:- Mangalore",SHRI NARAYANA PONNECHARY MOODBIDRI,,nishmithamotors@gmail.com,9845158755
1156,ABDUL RAHIM,"Flat No:- 3-188-4, Building:- Rafiya Manzil, Road/Street:- Madani nagar Kutharpadavu, Village/Town:- Munnur, Block:- Munnur, City:- Mangalore",SHRI ABDUL RAHIM,,rabdulrahim810@gmail.com,9449640275
1157,M/S ESSEN ENTERPRISES,"Flat No:- 5- 11 -1046 -3, Building:- Essen Towers, Road/Street:- SRI GOKARNATHA TEMPLE ROAD,, Village/Town:- Alake, Block:- Alake, City:- Mangalore",M/S ESSEN ENTERPRISES,,essenenterprise1996@yahoo.co.in,9845353374
1158,M/S BALAJI CASHEW INDUSTRIES,"Flat No:- NO.2, Building:- ANDINJE, Road/Street:- VENOOR ANDINJE ROAD, Village/Town:- ANDINJE, Block:- ANDINJE, City:- VENOOR",M/S BALAJI CASHEW INDUSTRIES,,sales@yajamana.com,9880888844
1159,POWER SCAFFOLDING,"Flat No:- #87, Building:- POWER SCAFFOLDING, Road/Street:- BAIKAMPADY, Village/Town:- BAIKAMPADY, Block:- KIADB, City:- MANGALORE",SHRI RAJESH RAMACHANDRA,,POWERSCAFFOLDING@GMAIL.COM,7259777758
1160,PRECISION ELECTRICAL WORKS,"Flat No:- 3-23/24(1), Building:- Abheeshta, Road/Street:- Malemar Road, Village/Town:- Derebail, Block:- Orchid Layout, City:- Mangalore",SHRI SUNIL DEVANNA RAI,,sunildrai@yahoo.co.in,9845018220
1161,M/S IQBAL GARMENTS PRIVATE LIMITED,"Flat No:- 13-13-1533/17, Building:- IQBAL GARMENTS PVT. LTD., Road/Street:- K.S. RAO ROAD, Village/Town:- MANGALORE, Block:- AYSHA TOWERS, City:- MANGALORE",M/S IQBAL GARMENTS PRIVATE LIMITED,,info@goldpalacegroup.com,9008906044
1162,S A TRADERS,"Flat No:- Q29, Building:- S A TRADERS Prop MOHAMMED SHAUD KHAN, Road/Street:- INDUSTRIAL AREA, Village/Town:- BAIKAMPADY, Block:- BAIKAMPADY, City:- MANGALORE",SHRI MOHAMMED SHAUD KHAN,,satradersmng@gmail.com,9845590892
1163,COASTAL EXPORTS CORPORATION - MFR OF FISH OILFISHMEAL DRYFISH &AMP ALLIED PRODUDCTS,"Flat No:- 20-16-1082, Building:- NON RESIDENTIAL PREMISES, Road/Street:- GOODS SHED ROAD, Village/Town:- MANGALORE, Block:- FIRST FLOOR, City:- MANGALORE",SHRI NISSAR FAKEER MOHAMMED,,nissar@coastalfisheries.com,9845161416
1164,SRI SHARADA PROCESSORS,"Flat No:- 3-386/2, Building:- SRI SHARADA PROCESSORS, Road/Street:- UKKUDA DARBE, Village/Town:- KASABA VILLAGE, Block:- UKKUDA, City:- DARBE",SHRI SATHYANARAYANA BHAT,,srisharadaprocessorsvittal@yahoo.com,9980979132
1165,SARASIJA FOODS,"Flat No:- Spl Plot No 3 and 4, Building:- Sararsija Foods, Road/Street:- Industrial Estate, Village/Town:- Yeyyadi, Block:- Industrial Estate, City:- Managalore",SMT SARASWATHI RAM,,sarasijafoods@gmail.com,9448282340
1166,KINGS MARBLE AND GRANITES CO,"Flat No:- 3-96-2, Building:- KINGS MARBLE AND GRANITES CO, Road/Street:- N.H.66, Village/Town:- KULAI, Block:- KULAI, City:- MANGALORE",SHRI MOHAMMADMUSTAF,,KINGSMARBLECO@GMAIL.COM,9880648940
1167,M/S MANGALA NURSING HOME,"Flat No:- VAJRA HILLS, Building:- MANGALA HOSPITAL, Road/Street:- KADRI ROAD, Village/Town:- KADRI, Block:- KADRI, City:- MANGALORE",M/S MANGALA NURSING HOME,,mangalahospital@rediffmail.com,9844020896
1168,M/S WORLDWIDE AUTOMOTIVE WORKS PRIVATE LIMITED,"Flat No:- 1-T 76/11, Building:- DELTA HOUSE, Road/Street:- BANGRA KULUR ROAD, Village/Town:- KULUR, Block:- KULUR, City:- MANGALORE",M/S WORLDWIDE AUTOMOTIVE WORKS PRIVATE LIMITED,,finance.hce@wwaw.in,9611055055
1169,M/S APPLE DEVELOPERS,"Flat No:- PLOT NO 410, Building:- APPLE DEVELOPERS, Road/Street:- INDUSTRIAL AREA, Village/Town:- BAIKAMPADY, Block:- INDUSTRIAL AREA, City:- MANGALORE",M/S APPLE DEVELOPERS,,appledevelopers6565@gmail.com,9448470765
1170,M/S MAROORS ALUMINIUM AND INTERIORS,"Flat No:- 14-6-910/6, Building:- Maroor House, Road/Street:- K S Rao Road, Village/Town:- Mangalore, Block:- K S Rao Road, City:- Mangalore",M/S MAROORS ALUMINIUM AND INTERIORS,,mai@maroor.in,9880188167
1171,M/S ARUNA INDUSTRIES,"Flat No:- D.No. 6-187, Building:- Aruna Industries, Plot No. 181-D, Road/Street:- 5th Road, Village/Town:- Baikampady Industrial Area, Block:- Baikampady, City:- Mangalore",M/S ARUNA INDUSTRIES,,info@arunamasalas.org,9886043277
1172,M/S SAMVITTI CAPITAL PRIVATE LIMITED,"Flat No:- 16-100(2), Building:- KALASA NIVASA, Road/Street:- KARNAD, Village/Town:- MULKI, Block:- HARIHARA NAGARA, City:- MULKI",M/S SAMVITTI CAPITAL PRIVATE LIMITED,,pkudva@samvitticapital.com,9886274272
1173,M/S NAVAMI PLAZA PVT LTD,"Flat No:- 5-153, Building:- NAVAMI PLAZA, Road/Street:- MAIN ROAD, Village/Town:- MOODABIDRI, Block:- NA, City:- MOODABIDRI",M/S NAVAMI PLAZA PVT LTD,,navmi.plaza@email.com,9535617880
1174,COMFOBAL HOTELS PRIVATE LIMITED,"Flat No:- 5-4-206/1,2, Building:- COLLECTORS GATE, Road/Street:- MANGALORE, Village/Town:- BALMATTA, Block:- BALMATTA, City:- MANGALORE",DAMODAR SHETTY,,info@hotelprestige.in,9008963133
1175,M/S PADMASHREE AGENCIES,"Flat No:- 6-32/B, Building:- Padmashree, Road/Street:- Betkeri Road, Village/Town:- Pranthya, Block:- 6, City:- Moodbidri",M/S PADMASHREE AGENCIES,,abijeeth@padmashree.biz,9945100221
1176,M/S SOORYA LIFE CARE,"Flat No:- G-2 DOOR NO 1-16/1, Building:- GROUND &amp; MEZZANINE FLOOR CLASSIQUE GATEWAY, Road/Street:- KANKANADY, Village/Town:- PUMPWELL, Block:- PUMPWELL, City:- MANGALORE",M/S SOORYA LIFE CARE,,sooryalifecare84@gmail.com,9449592284
1177,M/S PLAMA PLASTICS LTD,"Flat No:- 171-c, Building:- PLAMA PLASTICS LIMITED, Road/Street:- BAIKAMPADY, Village/Town:- BAIKAMPADY, Block:- INDUSTRIAL AREA, City:- NEW MANGALORE",M/S PLAMA PLASTICS LTD,,plamaplastics@rediffmail.com,9740097000
1178,M/S DHARMASHREE SERVICE STATION,"Flat No:- 198/A, Building:- BPCL PETROL PUMP, Road/Street:- PUNJALKATTE, Village/Town:- PILATHABETTU VILLAGE, Block:- PUNJALKATTE POST, City:- BANTWAL TALUK",M/S DHARMASHREE SERVICE STATION,,dharmashree133412@gmail.com,9448375326
1179,M/S IRC CONCRETEMIX INDIA PRIVATE LIMITED,"Flat No:- PLOT NO 159-B, Building:- IRC CONCRETEMIX (INDIA) PRIVATE LIMITED, Road/Street:- PANAMBUR POLICE STATION ROAD, Village/Town:- BAIKAMPADY, Block:- BAIKAMPADY INDUSTRIAL AREA, City:- MANGALORE",M/S IRC CONCRETEMIX (INDIA) PRIVATE LIMITED,,ircconcrete@gmail.com,9071719296
1180,DHANALAXMI CONSTRUCTIONS,"Flat No:- DOOR NO.27, Building:- KAVERI NIVAS, Road/Street:- 9TH BLOCK, Village/Town:- KATIPALLA, Block:- 9TH BLOCK, City:- MANGALORE",SHRI RAJARAM BADU SALIAN,,dlc.2588@gmail.com,8970000492
1181,EKALAVYA AGRICULTURAL AND VEGETABLE WHOLESALE VENDORS,"Flat No:- NO 4-23, Building:- NAGORI, Road/Street:- MANGALORE, Village/Town:- NAGORI, Block:- KANKANADY POST, City:- MANGALORE",SHRI SHANTHARAJ,,ssmaharshi1128@gmail.com,9964048301
1182,ADITHYA ENTERPRISES,"Flat No:- 2-188, Building:- ADITHYA ENTERPRISES IOC PETROL PUMP, Road/Street:- Uppinangady--Subramanya Road, Village/Town:- kadaba, Block:- -, City:- kadaba",SHRI MANOHAR ERKI,,manoharerky@gmail.com,9972023336
1183,M/S OSHIMA SYSTEMS PRIVATE LIMITED,"Flat No:- 430, Building:- OSHIMA SYSTMS PRIVATE LIMITED, Road/Street:- 10 TH A MAIN ROAD, Village/Town:- BAIKAMPADY, Block:- 430, City:- MANGALURU",M/S OSHIMA SYSTEMS PRIVATE LIMITED,,ed@oshimasystems.com,9448953201
1184,KATEELESHWARI ENTERPRISES,"Flat No:- NO 3-133-1A, Building:- KATEELESHWARI ENTERPRISES, Road/Street:- NIDDODI, Village/Town:- BANGERA PADAVU, Block:- NIDDODI POST, City:- MANGALURU",SHRI DEEPAK,,deepakdbangera@gmail.com,8971489122
1185,P P FISHERIES,"Flat No:- Door no 2-171/18, Building:- P P FISHERIES, Road/Street:- Thokkotu, Village/Town:- Thokkotu, Block:- 1, City:- Thokkotu",SHRI PODIMONU PERMANNUR ABDULLA,,ppfisher@gmail.com,7259432180
1186,S K TRADING CO,"Flat No:- 16 2 65 15, Building:- AMBER BUILDING, Road/Street:- A R D SOUZA ROAD, Village/Town:- MANGALORE, Block:- BENDOORWELL, City:- MANGALORE",SHRI AKOTIGAL CHACKO KURIAN,,KURIANKC50@GMAIL.COM,9448369133
1187,M/S SANGAM MINERALS AND BEVERAGES,"Flat No:- Door No.1-142/2K, Building:- SANGAM MINERALS AND BEVERAGES, Road/Street:- Polali, Village/Town:- Kariangala Village, Block:- Polali, City:- Bantwal",M/S SANGAM MINERALS AND BEVERAGES,,chandra.pallipadi@gmail.com,9964277142
1188,M/S CANARA GOODS TRANSPORT,"Flat No:- 10-7-255, Building:- ., Road/Street:- BUNDER, Village/Town:- BIBI ALABI ROAD, Block:- ., City:- MANGALORE",M/S CANARA GOODS TRANSPORT,,CGTACDEPT@GMAIL.COM,9900554477
1189,M/S INDUS BOARDS & DOORS,"Flat No:- 3-1,SY. NO. 170-1A, Building:- NEAR INDUSTRIAL AREA, Road/Street:- MUDUNGARKATTE, Village/Town:- BALEPUNI, Block:- MUDIPU, City:- BANTWALA",M/S INDUS BOARDS & DOORS,,INDUSBOARDSANDDOORS@GMAIL.COM,9535599255
1190,M/S S M MARINE PRODUCTS,"Flat No:- D.NO.1-1/17, Building:- SM MARINE PRODUCTS, Road/Street:- SEA ROAD KOTEPURA, Village/Town:- ULLAL, Block:- SEA ROAD, City:- MANGALORE",M/S S M MARINE PRODUCTS,,SMMPOFFICE@GMAIL.COM,9886757385
1191,KARAVALI TRANSPORT,"Flat No:- 1ST FLOOR, Building:- AISHWARYA, Road/Street:- OPP MANDOVI MOTORS MRPL ROAD, Village/Town:- KATLA, Block:- SURATHKAL, City:- MANGALORE",SHRI MELWIN DSOUZA,,karavalitransport@gmail.com,7022088824
1192,RAVI ASSOCIATES,"Flat No:- DOOR NO:13-10-1370/1, Building:- VAASTHU, Road/Street:- DONGERKERI CROSS ROAD, Village/Town:- MANGALORE, Block:- SRI SHAILA COMPOUND, City:- Mangalore",SHRI BABURAY NAGESH RAVINDRA,,ravindrabn_bn@yahoo.co.in,9845113232
1193,DECOPLASTMARKETING AND SERVICES,"Flat No:- 187, Building:- RAMDAS NAYAK ESTATE, Road/Street:- MANJALPADPU, Village/Town:- NEHARU NAGAR, Block:- NEHARUNAGAR, City:- PUTTUR",SHRI JODUMUTT UDAY BHAT,,j.udaybhat@gmail.com,9449861272
1194,KAVOOR BAR AND RESTAURANT,"Flat No:- 3-3/4, Building:- kavoor bar &amp; restaurant, Road/Street:- kavoor, Village/Town:- kavoor, Block:- kavoor, City:- Mangalore",SMT KANTHILATHA LAXMAN SHETTY,,kavoorbar54@gmail.com,9886169404
1195,M/S MANFRAME COMPUTERS PRIVATE LIMITED,"Flat No:- 16-1-25/8,9,10,11,13, Building:- PRIME TOWERS, Road/Street:- BALMATTA KANKANADY ROAD, Village/Town:- BALMATTA, Block:- BALMATTA, City:- MANGALURU",M/S MANFRAME COMPUTERS PRIVATE LIMITED,,manframecomputers@gmail.com,9448363858
1196,FOX CASHEW INDUSTRIES,"Flat No:- 3-164A, Building:- FOX CASHEW INDUSTRIES, Road/Street:- MAIN ROAD, Village/Town:- JOGOTTU,VALPADY POST, Block:- 3, City:- SHIRTHADY",SMT JANET PAIS,,foxpais@gmail.com,8105826388
1197,M/S REEM TRADERS,"Flat No:- 10-14-620, Building:- PORT, Road/Street:- PORT ROAD, Village/Town:- MANGALORE, Block:- 10-14-620, City:- MANGALORE",M/S REEM TRADERS,,reemtradersin@gmail.com,9844012670
1198,M/S BAVA INFRASTRUCTURE DEVELOPERS PRIVATE LIMITED,"Flat No:- 113/21 Ground Floor, Building:- Commerce Centre, Road/Street:- Airport Road, Village/Town:- Kulur-Kavoor Road, Block:- Kulur, City:- Mangalore",M/S BAVA INFRASTRUCTURE DEVELOPERS PRIVATE LIMITED,,bavagroup55@gmail.com,9886075555
1199,S R BAR & RESTAURANT,"Flat No:- 3-29/4, Building:- S R, Road/Street:- Charmadi, Village/Town:- Ujirei, Block:- 4 th, City:- Ujire",Mithra,,abhijithsalyan@gmail.com,9686803049
1200,AUGUSTINE P C,"Flat No:- #2-11/12, Building:- PUDUMANA HOUSE, Road/Street:- OPP PALDANE CHURCH, Village/Town:- KUDUPU, Block:- K H B COLONY, City:- MANGALORE",SHRI CHACKO PUDUMANE AUGUSTINE,,augustinepc99@gmail.com,9449609274
1201,M/S SHREE BALAJI REFINERIES,"Flat No:- 10-33C, Building:- BALAJI INDUSTRIAL ESTATE, Road/Street:- JYOTHI NAGARA, Village/Town:- PRANTHYA, Block:- JYOTHI NAGARA, City:- MOODBIDRI",M/S SHREE BALAJI REFINERIES,,balajimoodbidri@gmail.com,9448447777
1202,SHRI BALAJI DRIERS,"Flat No:- 10-33H, Building:- BALAJI INDUSTRIAL ESTATE, Road/Street:- JYOTHI NAGARA, Village/Town:- PRANTHYA, Block:- JYOTHI NAGARA, City:- MOODBIDRI",SMT KOLLI RAJASHREEVISHWANATH PRABHU,,balajimoodbidri@gmail.com,9448377477
1203,SHRI BALAJI ENTERPRISES,"Flat No:- 10-33, Building:- BALAJI INDUSTRIAL ESTATE, Road/Street:- PRANTHYA, Village/Town:- PRANTHYA, Block:- JYOTHI NAGARA, City:- MOODBIDRI",SHRI KOLLI VISHWANATH PRABHU,,balajimoodbidri@gmail.com,9448447777
1204,BRIGHTWAY INDIA CONSULTANCY AND ALLIED SERVICES,"Flat No:- 5-12-1118/47, Building:- KODIALGUTTU WEST, Road/Street:- 2nd CROSS, Village/Town:- BHAGAVATHI NAGAR, Block:- KODIALBAIL, City:- MANGALORE",SHRI KURIYA MADAVU HARSHA KUMAR RAI,,greenpark667@gmail.com,9008596413
1205,M/S CREATIVE ENGINEERS,"Flat No:- 19-7-449/5, Building:- SHARAROO, Road/Street:- MAHALINEGESHWARA TEMPLE ROAD, Village/Town:- PANDESHWAR, Block:- PANDESHWAR, City:- MANGALORE",M/S CREATIVE ENGINEERS,,creative_mhs@yahoo.com,9845083278
1206,M/S JYOTHI ELECTRICALS,"Flat No:- 11-6-514, Building:- JYOTHI BUILDING, Road/Street:- MAIDAN ROAD, Village/Town:- MANGALURU, Block:- MANGALURU, City:- MANGALURU",M/S JYOTHI ELECTRICALS,,mlraccounts@thesuvarnagroup.com,9448253750
1207,GOLDEN SUPARI TRADERS,"Flat No:- 20-2-232, Building:- MOHAMMED ALI ROAD, Road/Street:- MOHAMMED ALI ROAD, Village/Town:- BUNDER, Block:- BUNDER, City:- MANGALURU",SMT SHABANA SHAREEF,,goldenmaravor@gmail.com,9741947862
